HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,11,1900,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,11,1900,4
Mexican,"No, different house in US or Puerto Rico",1200,36000,11,1900,37
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,22400,1,450,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,4,870,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,870,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,870,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,870,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,53000,3,1300,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,1300,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,1300,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,2,650,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14200,2,650,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20300,1,400,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,1,580,39
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,471000,2,1700,61
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,1700,65
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,31200,1,740,92
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18900,1,330,76
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,37100,1,490,86
Puerto Rican,"No, different house in US or Puerto Rico",1200,160,2,750,37
Puerto Rican,"No, different house in US or Puerto Rico",0999,5500,2,750,18
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,69000,2,1100,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1960,20000,2,1100,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26200,6,800,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,800,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,800,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,800,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,800,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,800,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7000,4,450,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,450,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,450,6
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,450,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,7,1400,47
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,25000,7,1400,45
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7000,7,1400,17
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,7,1400,16
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,7,1400,13
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,31300,7,1400,67
All Other Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,7,1400,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,2,780,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,780,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11000,2,650,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,650,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,2,910,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,910,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10000,1,800,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,118000,1,450,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,14270,2,510,48
Guatemalan,"Yes, same house (nonmovers)",1200,25000,2,510,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,2,1400,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8100,2,1400,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9600,1,500,56
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,37000,2,1200,55
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,30000,2,1200,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,300,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,33000,4,300,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,300,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,300,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18200,2,700,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8300,2,700,31
Cuban,"Yes, same house (nonmovers)",0999,33800,1,680,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15000,1,750,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,2,1000,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,74000,2,1000,54
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10700,3,1500,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20700,3,1500,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10700,3,1500,23
Mexican,"No, different house in US or Puerto Rico",1200,48800,2,1300,22
Mexican,"No, different house in US or Puerto Rico",0999,-19999,2,1300,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14200,3,1600,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,90000,3,1600,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7300,3,1600,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,1,900,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,2,750,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13300,2,750,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,4,730,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,4,730,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,730,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,730,10
Mexican,"No, different house in US or Puerto Rico",0999,300,1,670,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8800,5,50,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,50,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,50,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,50,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,50,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21800,5,280,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,5,280,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,280,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,280,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,5,280,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11200,2,90,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,90,12
Guatemalan,"Yes, same house (nonmovers)",1200,18000,1,1200,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,3,880,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,880,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38800,3,880,34
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1170,78550,3,860,52
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1170,8100,3,860,15
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,860,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,900,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1900,2,900,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42000,3,1300,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,1300,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,600,3,1300,21
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,11300,1,110,47
Dominican,"Yes, same house (nonmovers)",1200,148000,1,1000,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7600,1,150,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,440,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,440,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40700,2,990,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,990,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,31200,1,270,62
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,1,460,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,4,600,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8600,4,600,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,600,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,600,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25700,3,630,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,630,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,630,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,6,400,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,400,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,400,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,400,7
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,400,3
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15000,6,400,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,540,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,3,540,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,540,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,75000,1,1100,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35100,1,70,79
Guatemalan,"Yes, same house (nonmovers)",1200,32000,4,960,25
Guatemalan,"Yes, same house (nonmovers)",1200,22000,4,960,24
Guatemalan,"Yes, same house (nonmovers)",1200,24000,4,960,20
Guatemalan,"Yes, same house (nonmovers)",1200,22000,4,960,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,1,650,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,3,1100,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,3,1100,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,1100,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,55000,1,1200,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32900,1,550,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22000,3,380,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,380,5
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,380,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13200,1,410,78
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,3,530,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14900,3,530,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,530,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,1,580,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14400,1,600,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,3,180,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,180,9
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,180,0
Mexican,"Yes, same house (nonmovers)",1200,28000,5,900,28
Mexican,"Yes, same house (nonmovers)",1200,0,5,900,34
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,900,12
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,900,7
Mexican,"Yes, same house (nonmovers)",1200,28000,5,900,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5770,1,380,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13700,1,350,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,215000,3,580,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,580,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,3,580,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,1000,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,2,1600,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,1600,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,1,250,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9500,2,140,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,140,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13200,2,600,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,600,54
Mexican,"No, different house in US or Puerto Rico",1200,12000,2,850,32
Honduran,"No, different house in US or Puerto Rico",1200,14000,2,850,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,75100,1,1200,24
Salvadoran,"Yes, same house (nonmovers)",1200,55000,3,1400,39
Salvadoran,"Yes, same house (nonmovers)",1200,3000,3,1400,33
Salvadoran,"Yes, same house (nonmovers)",0999,-19999,3,1400,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15400,1,600,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,80000,2,500,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36400,2,500,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,880,5,190,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,190,10
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,190,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,190,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,190,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21700,3,500,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,500,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,500,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23000,3,770,54
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,30400,3,770,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10700,3,770,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,790,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,790,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,1,1200,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22100,4,950,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,4,950,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,950,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,950,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,46000,2,1500,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8300,2,1500,71
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,830,72
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8000,2,830,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,1,750,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,40000,6,900,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,0,6,900,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,-19999,6,900,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,900,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,0,6,900,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,0,6,900,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,2,800,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,2,800,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,1,900,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15100,2,550,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,550,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,187600,4,580,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,471000,4,580,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,580,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,471000,4,580,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20400,6,210,36
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,6,210,16
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,210,14
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,210,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,210,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,6,210,5
Mexican,"No, different house in US or Puerto Rico",1200,55000,2,950,33
Mexican,"No, different house in US or Puerto Rico",1200,29000,2,950,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,17000,1,900,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19900,1,80,77
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,37000,4,300,42
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,300,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23100,4,300,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,4,300,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,48000,1,900,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16000,2,880,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16000,2,880,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17000,2,380,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,2,380,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,83000,7,1200,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,7,1200,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,7,1200,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,1200,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,1200,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29290,7,1200,65
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15000,7,1200,57
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,27000,2,1500,45
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1500,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,1400,36
